# generation power_min power_avg power_max util_min util_avg util_max
38500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
38600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
38700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
38800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
38900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
39900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
40900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
41900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
42900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
43900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
44900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
45900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
46900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
47900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
48900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
49900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
50900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51000 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51100 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51200 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51300 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51400 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51500 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51600 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51700 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51800 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
51900 2.246796 2.246796 2.246796 -3.207319 -3.207319 -3.207319
52000 2.246796 2.246796 2
